review_id,review_text
R00708,About six weeks in and the case hinge went loose. The touch controls clearly was not built for regular use.
R00709,Really happy with this bottle. The quality is great and it arrived quickly. Recommended.
R00710,Had this half a year. Mainly use it at a small house party. The rubber seal is the part that impressed me most.
R00711,Had this about eight months. Mainly use it for long gaming sessions. The armrest is the part that impressed me most.
R00712,Really happy with this backpack. The quality is great and it arrived quickly. Recommended.
R00713,Had this half a year. Mainly use it for daily vegetable prep. The bolster is the part that impressed me most.
R00714,Been using this during workouts for about three months now and the ear tips has held up well. No complaints so far.
R00715,Had this half a year. Mainly use it in a car cup holder. The threading is the part that impressed me most.
R00716,Had this half a year. Mainly use it on a long airport day. The toe box is the part that impressed me most.
R00717,Had this a month. Mainly use it in a busy kitchen. The tang is the part that impressed me most.
R00718,"Using it for daily commuting for three months. The temple arms does exactly what it needs to, nothing fancy but it works."
R00719,Worst purchase. Poor quality item. Totally disappointed. Not recommended at all.
R00720,Had this three months. Mainly use it with a screen protector fitted. The camera lip is the part that impressed me most.
R00721,"Using it on a weekend trip for half a year. The shoulder strap does exactly what it needs to, nothing fancy but it works."
R00722,"Bought it on a camping trip. The bass driver is better than I expected for the price, still solid after about eight months."
R00723,"Great, arrived on time and works well."
R00724,"Using it while cycling for half a year. The lens coating does exactly what it needs to, nothing fancy but it works."
R00725,"Using it while swimming for three months. The bezel does exactly what it needs to, nothing fancy but it works."
R00726,Really happy with this backpack. The quality is great and it arrived quickly. Recommended.
R00727,"Decent for carrying a laptop and a lunch box, though the lining tore after three months. The base studs is still holding up at least."
R00728,"Bought it for eight hour work days. The lumbar support is better than I expected for the price, still solid after two weeks."
R00729,"Bought it with a laptop while travelling. The glide feet is better than I expected for the price, still solid after two weeks."
R00730,"Does the job while cooking dinner. Not perfect, lost pairing every few minutes eventually, but for the price it is acceptable."
R00731,"Decent for work calls, though the case hinge went loose after about eight months. The charging case hinge is still holding up at least."
R00732,"This mat is great quality and arrived fast. Very happy with it, recommended."
R00733,Outstanding quality! Exceeded all my expectations. Fast delivery too. Recommended!
R00734,"Best purchase ever. Perfect in every way. Five stars, will buy again!"
R00735,"This set of earbuds is great quality and arrived fast. Very happy with it, recommended."
R00736,"Best purchase ever. Perfect in every way. Five stars, will buy again!"
R00737,"Using it in heavy rain for two weeks. The base fabric does exactly what it needs to, nothing fancy but it works."
R00738,Had this a month. Mainly use it for daily college carry. The base fabric is the part that impressed me most.
R00739,"Bought it at a small house party. The bass driver is better than I expected for the price, still solid after three months."
R00740,"Very good, exactly what I wanted. Thanks!"
R00741,"Using it for work calls for a month. The battery does exactly what it needs to, nothing fancy but it works."
R00742,"Decent for daily commuting, though the zip started catching after six weeks. The zip pull is still holding up at least."
R00743,Using it at the gym for six weeks now. The clasp is well made and everything still works perfectly.
R00744,"Bought it for carrying a laptop and a lunch box. The base studs is better than I expected for the price, still solid after two weeks."
R00745,"Great bag, quality is excellent and delivery was quick. Happy to recommend."
R00746,Excellent suitcase. The quality is really good and it came fast. Recommended.
R00747,"Bought it for daily pocket carry. Within two weeks the button covers went mushy, so I would not buy again."
R00748,"Great mouse, quality is excellent and delivery was quick. Happy to recommend."
R00749,"Bought it while swimming. The strap pins is better than I expected for the price, still solid after two weeks."
R00750,Mixed feelings. The magnetic clasp is good but after a month the lining tore. Fine if you use it lightly.
R00751,About a month in and the stitching came loose at the strap. The inner lining clearly was not built for regular use.
R00752,Had this four months. Mainly use it for gaming. The glide feet is the part that impressed me most.
R00753,Using it on daily commutes for three months now. The touch controls is well made and everything still works perfectly.
R00754,Excellent pair of sunglasses. The quality is really good and it came fast. Recommended.
R00755,"Bought it with a screen protector fitted. The camera lip is better than I expected for the price, still solid after six weeks."
R00756,"Best purchase ever. Perfect in every way. Five stars, will buy again!"
R00757,Had this about eight months. Mainly use it when breaking down a chicken. The handle rivets is the part that impressed me most.
R00758,About half a year in and a side button stopped registering. The scroll wheel clearly was not built for regular use.
R00759,Excellent! Very good product with superb finishing. Worth every penny!
R00760,Picked this up when breaking down a chicken. After four months the blade edge shows no wear at all. Exactly what I hoped for.
R00761,"Bought it on the balcony during a barbecue. Within four months started crackling above half volume, so I would not buy again."
R00762,Had this half a year. Mainly use it as a nightly routine. The fragrance is the part that impressed me most.
R00763,Excellent mat. The quality is really good and it came fast. Recommended.
R00764,"Bought it for daily gym use. The carry loop is better than I expected for the price, still solid after two weeks."
R00765,"Bought it through three connecting flights. The latches is better than I expected for the price, still solid after a month."
R00766,"Using it while cycling for half a year. The lens coating does exactly what it needs to, nothing fancy but it works."
R00767,Really happy with this bottle. The quality is great and it arrived quickly. Recommended.
R00768,Had this three months. Mainly use it as a work bag. The zip pull is the part that impressed me most.
R00769,Had this six weeks. Mainly use it at a small house party. The charging port is the part that impressed me most.
R00770,Been using this after a waist height drop onto tile for about half a year now and the button covers has held up well. No complaints so far.
R00771,Picked this up in a busy kitchen. After six weeks the bolster shows no wear at all. Exactly what I hoped for.
R00772,"Using it in a home office for two weeks. The castor wheels does exactly what it needs to, nothing fancy but it works."
R00773,Used it for daily morning practice for two weeks and then the foam compressed under the knees. Disappointing for what it cost.
R00774,Had this a month. Mainly use it as a work bag. The base studs is the part that impressed me most.
R00775,"Bought it through a dry winter. Within four months the pump stopped drawing product, so I would not buy again."
R00776,Had this six weeks. Mainly use it for work calls. The charging case hinge is the part that impressed me most.
R00777,"This bag is great quality and arrived fast. Very happy with it, recommended."
R00778,"Using it on a week of travel for three months. The chest clip does exactly what it needs to, nothing fancy but it works."
R00779,About a month in and a permanent crease formed. The edge binding clearly was not built for regular use.
R00780,"Decent in a car cup holder, though it stopped holding temperature after three months. The inner coating is still holding up at least."
R00781,"Bought it as a work bag. Within a month the stitching came loose at the strap, so I would not buy again."
R00782,Wonderful item! Top quality and great service. Would definitely recommend!
R00783,"Using it for gaming for six weeks. The glide feet does exactly what it needs to, nothing fancy but it works."
R00784,Had this three months. Mainly use it while cycling. The nose pads is the part that impressed me most.
R00785,"Bought it on the balcony during a barbecue. The pairing button is better than I expected for the price, still solid after six weeks."
R00786,Had it six weeks on a two week trip. The shell corners has held up better than the last one I owned. Very pleased.
R00787,"Great, arrived on time and works well."
R00788,Been using this on the balcony during a barbecue for half a year and the pairing button still looks new. Genuinely impressed with the build.
R00789,Used it for floor workouts for half a year and then the grip went once it got sweaty. Disappointing for what it cost.
R00790,Really happy with this backpack. The quality is great and it arrived quickly. Recommended.
R00791,"Great, arrived on time and works well."
R00792,Had this four months. Mainly use it while studying late. The lumbar support is the part that impressed me most.
R00793,"Bought it for daily office work. The scroll wheel is better than I expected for the price, still solid after a month."
R00794,Had this four months. Mainly use it on a glass desk. The scroll wheel is the part that impressed me most.
R00795,"This backpack is great quality and arrived fast. Very happy with it, recommended."
R00796,"Bought it on a glass desk. The left click switch is better than I expected for the price, still solid after half a year."
R00797,"Absolutely love it! Great product, great price, great seller. Buy it now!"
R00798,Been using this during workouts for about a month now and the mic has held up well. No complaints so far.
R00799,Been using this when breaking down a chicken for about six weeks now and the grip has held up well. No complaints so far.
R00800,Really happy with this mouse. The quality is great and it arrived quickly. Recommended.
R00801,"Bought it on a hardwood floor. The edge binding is better than I expected for the price, still solid after four months."
R00802,Had it six weeks as a nightly routine. The pump dispenser has held up better than the last one I owned. Very pleased.
R00803,"Using it while cooking dinner for half a year. The rubber seal does exactly what it needs to, nothing fancy but it works."
R00804,"Solid buy, no complaints at all."
R00805,"Works well, no issues so far. Good value."
R00806,"Solid buy, no complaints at all."
R00807,Used it through a dry winter for two weeks and then the pump stopped drawing product. Disappointing for what it cost.
R00808,"Bought it in a busy kitchen. Within half a year the handle worked loose, so I would not buy again."
R00809,"Does the job for carrying gym kit. Not perfect, a zip tooth broke eventually, but for the price it is acceptable."
R00810,"Good product, works fine. Happy with it."
R00811,"This pair of shoes is great quality and arrived fast. Very happy with it, recommended."
R00812,Used it at the gym for about eight months and then it gained a few minutes a week. Disappointing for what it cost.
R00813,"Very happy with this bottle. Great quality, quick delivery. Would recommend."
R00814,Worked fine at first but after about eight months it stopped holding temperature. The spout was the weak point.
R00815,"Bought it on the balcony during a barbecue. Within half a year developed a rattle in the bass, so I would not buy again."
R00816,"This suitcase is great quality and arrived fast. Very happy with it, recommended."
R00817,Really happy with this case. The quality is great and it arrived quickly. Recommended.
R00818,Had this a month. Mainly use it on a glass desk. The scroll wheel is the part that impressed me most.
R00819,"Very good, exactly what I wanted. Thanks!"
R00820,Used it while swimming for four months and then a strap pin sheared. Disappointing for what it cost.
R00821,"Does the job for daily morning practice. Not perfect, it started flaking at the edges eventually, but for the price it is acceptable."
R00822,"Very good, exactly what I wanted. Thanks!"
R00823,Been using this on the balcony during a barbecue for about eight months and the charging port still looks new. Genuinely impressed with the build.
R00824,"Decent on hikes, though it stopped holding temperature after three months. The inner coating is still holding up at least."
R00825,"Nice quality, does the job. Recommend."
R00826,Decent product for the price. Satisfied.
R00827,Had this half a year. Mainly use it for slicing bread. The tang is the part that impressed me most.
R00828,About two weeks in and the button covers went mushy. The camera lip clearly was not built for regular use.
R00829,"Pretty good overall, would buy again."
R00830,About six weeks in and the base fabric started fraying. The laptop sleeve clearly was not built for regular use.
R00831,"This backpack is great quality and arrived fast. Very happy with it, recommended."
R00832,Had this two weeks. Mainly use it as a work bag. The shoulder strap is the part that impressed me most.
R00833,"Great bottle, quality is excellent and delivery was quick. Happy to recommend."
R00834,"Great set of earbuds, quality is excellent and delivery was quick. Happy to recommend."
R00835,"Bought it on hikes. Within three months it stopped holding temperature, so I would not buy again."
R00836,"This chair is great quality and arrived fast. Very happy with it, recommended."
R00837,"Best purchase ever. Perfect in every way. Five stars, will buy again!"
R00838,"Using it while cooking dinner for a month. The bass driver does exactly what it needs to, nothing fancy but it works."
R00839,"Using it with a screen protector fitted for two weeks. The camera lip does exactly what it needs to, nothing fancy but it works."
R00840,"Good product, works fine. Happy with it."
R00841,"Using it as a nightly routine for six weeks. The consistency does exactly what it needs to, nothing fancy but it works."
R00842,"Pretty good overall, would buy again."
R00843,Had this four months. Mainly use it for daily office work. The glide feet is the part that impressed me most.
R00844,"This watch is great quality and arrived fast. Very happy with it, recommended."
R00845,Had this three months. Mainly use it on a glass desk. The side buttons is the part that impressed me most.
R00846,"Using it for work calls for three months. The battery does exactly what it needs to, nothing fancy but it works."
R00847,Wonderful item! Top quality and great service. Would definitely recommend!
R00848,"Bought it on a hardwood floor. The surface texture is better than I expected for the price, still solid after half a year."
R00849,Used it on a work site for two weeks and then the button covers went mushy. Disappointing for what it cost.
R00850,Used it for daily commuting for three months and then the lining tore. Disappointing for what it cost.
R00851,Been using this while studying late for about three months now and the lumbar support has held up well. No complaints so far.
R00852,"Great bag, quality is excellent and delivery was quick. Happy to recommend."
R00853,"Bought it at the gym. Within about eight months it gained a few minutes a week, so I would not buy again."
R00854,About a month in and the pump stopped drawing product. The consistency clearly was not built for regular use.
R00855,Used it on hikes for three months and then the coating flaked inside. Disappointing for what it cost.
R00856,Worked fine at first but after three months it soaked through in rain. The chest clip was the weak point.
R00857,Excellent backpack. The quality is really good and it came fast. Recommended.
R00858,"Bought it for slicing bread. The blade edge is better than I expected for the price, still solid after half a year."
R00859,"Good product, works fine. Happy with it."
R00860,Used it at the gym for a month and then the crystal picked up a scratch. Disappointing for what it cost.
R00861,Had it six weeks as a nightly routine. The fragrance has held up better than the last one I owned. Very pleased.
R00862,"Good product, works fine. Happy with it."
R00863,Had this two weeks. Mainly use it in a heated class. The underside grip is the part that impressed me most.
R00864,Worked fine at first but after six weeks a permanent crease formed. The underside grip was the weak point.
R00865,"Bought it in a busy kitchen. Within a month the edge dulled within a month, so I would not buy again."
R00866,"Great knife set, quality is excellent and delivery was quick. Happy to recommend."
R00867,"Very happy with this case. Great quality, quick delivery. Would recommend."
R00868,Decent product for the price. Satisfied.
R00869,"Using it for carrying a laptop and a lunch box for a month. The inner lining does exactly what it needs to, nothing fancy but it works."
R00870,"Pretty good overall, would buy again."
R00871,Outstanding quality! Exceeded all my expectations. Fast delivery too. Recommended!
R00872,About a month in and it gained a few minutes a week. The strap pins clearly was not built for regular use.
R00873,"Very happy with this knife set. Great quality, quick delivery. Would recommend."
R00874,Had this four months. Mainly use it for a formal event. The clasp is the part that impressed me most.
R00875,Worked fine at first but after four months the arms lost their tension. The nose pads was the weak point.
R00876,"This knife set is great quality and arrived fast. Very happy with it, recommended."
R00877,"Awful. Cheap rubbish, nothing like the description. Avoid this seller completely."
R00878,Been using this for carrying gym kit for about about eight months now and the main zip has held up well. No complaints so far.
R00879,Worked fine at first but after a month the pump stopped drawing product. The fragrance was the weak point.
R00880,Worked fine at first but after two weeks battery life dropped noticeably. The battery was the weak point.
R00881,Excellent backpack. The quality is really good and it came fast. Recommended.
R00882,"Best purchase ever. Perfect in every way. Five stars, will buy again!"
R00883,Worked fine at first but after two weeks the clasp stopped locking properly. The crown was the weak point.
R00884,"Bought it through a dry winter. The fragrance is better than I expected for the price, still solid after four months."
R00885,Excellent mat. The quality is really good and it came fast. Recommended.
R00886,Wonderful item! Top quality and great service. Would definitely recommend!
R00887,Wonderful item! Top quality and great service. Would definitely recommend!
R00888,"Bought it in a heated class. Within a month it started flaking at the edges, so I would not buy again."
R00889,"Does the job for daily office work. Not perfect, a side button stopped registering eventually, but for the price it is acceptable."
R00890,"Bought it for daily college carry. The main zip is better than I expected for the price, still solid after a month."
R00891,"Does the job on a weekend trip. Not perfect, the lining tore eventually, but for the price it is acceptable."
R00892,"Bought it through a dry winter. Within about eight months the pump stopped drawing product, so I would not buy again."
R00893,Had this three months. Mainly use it on a two week trip. The zip track is the part that impressed me most.
R00894,Had this a month. Mainly use it as a nightly routine. The consistency is the part that impressed me most.
R00895,Mixed feelings. The strap pins is good but after two weeks it gained a few minutes a week. Fine if you use it lightly.
R00896,"Very happy with this pair of shoes. Great quality, quick delivery. Would recommend."
R00897,"Bought it for gaming. The scroll wheel is better than I expected for the price, still solid after a month."
R00898,Been using this for monthly work travel for about a month now and the shell corners has held up well. No complaints so far.
R00899,"Using it in heavy rain for two weeks. The chest clip does exactly what it needs to, nothing fancy but it works."
R00900,Picked this up on a glass desk. After half a year the side buttons shows no wear at all. Exactly what I hoped for.
R00901,"This mat is great quality and arrived fast. Very happy with it, recommended."
R00902,Excellent mouse. The quality is really good and it came fast. Recommended.
R00903,Superb! Fantastic quality and amazing value for money. Very happy with this purchase!
R00904,Had this three months. Mainly use it for daily vegetable prep. The grip is the part that impressed me most.
R00905,"Pretty good overall, would buy again."
R00906,Really happy with this bottle. The quality is great and it arrived quickly. Recommended.
R00907,"Very happy with this bag. Great quality, quick delivery. Would recommend."
R00908,"Bought it after a waist height drop onto tile. The inner lining is better than I expected for the price, still solid after six weeks."
R00909,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R00910,Had this six weeks. Mainly use it for daily office work. The sensor is the part that impressed me most.
R00911,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R00912,Really happy with this pair of sunglasses. The quality is great and it arrived quickly. Recommended.
R00913,"Does the job as a nightly routine. Not perfect, the seal leaked in a bag eventually, but for the price it is acceptable."
R00914,Been using this while cycling for about eight months and the lens coating still looks new. Genuinely impressed with the build.
R00915,Had this a month. Mainly use it for daily commuting. The frame is the part that impressed me most.
R00916,Been using this on the balcony during a barbecue for about half a year now and the pairing button has held up well. No complaints so far.
R00917,"Using it after a waist height drop onto tile for three months. The camera lip does exactly what it needs to, nothing fancy but it works."
R00918,Worked fine at first but after a month the insole compressed flat. The heel counter was the weak point.
R00919,"Bought it on daily commutes. The touch controls is better than I expected for the price, still solid after six weeks."
R00920,"Bought it for daily pocket carry. The button covers is better than I expected for the price, still solid after a month."
R00921,Excellent mat. The quality is really good and it came fast. Recommended.
R00922,"Good product, works fine. Happy with it."
R00923,"Absolutely love it! Great product, great price, great seller. Buy it now!"
R00924,Been using this for a formal event for about half a year now and the bezel has held up well. No complaints so far.
R00925,"Bought it as a check-in bag. The telescopic handle is better than I expected for the price, still solid after four months."
R00926,"Pretty good overall, would buy again."
R00927,"Pretty good overall, would buy again."
R00928,"Very happy with this chair. Great quality, quick delivery. Would recommend."
R00929,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R00930,Worked fine at first but after a month the edge dulled within a month. The tang was the weak point.
R00931,"Great suitcase, quality is excellent and delivery was quick. Happy to recommend."
R00932,Excellent bag. The quality is really good and it came fast. Recommended.
R00933,"Great knife set, quality is excellent and delivery was quick. Happy to recommend."
R00934,"Bought it for driving. The lens coating is better than I expected for the price, still solid after six weeks."
R00935,Mixed feelings. The texture is good but after half a year the pump stopped drawing product. Fine if you use it lightly.
R00936,"Does the job while swimming. Not perfect, it gained a few minutes a week eventually, but for the price it is acceptable."
R00937,"Good product, works fine. Happy with it."
R00938,"Great, arrived on time and works well."
R00939,Been using this for a daily walk to work for about half a year now and the toe box has held up well. No complaints so far.
R00940,About about eight months in and an armrest developed play. The lumbar support clearly was not built for regular use.
R00941,Had this about eight months. Mainly use it on a long airport day. The heel counter is the part that impressed me most.
R00942,Had it three months for daily morning practice. The foam density has held up better than the last one I owned. Very pleased.
R00943,Been using this as a check-in bag for about a month now and the zip track has held up well. No complaints so far.
R00944,Excellent pair of sunglasses. The quality is really good and it came fast. Recommended.
R00945,"Bought it for daily morning practice. Within a month the grip went once it got sweaty, so I would not buy again."
R00946,Had it six weeks for slicing bread. The grip has held up better than the last one I owned. Very pleased.
R00947,"Works well, no issues so far. Good value."
R00948,"Using it at a small house party for six weeks. The charging port does exactly what it needs to, nothing fancy but it works."
R00949,Used it in the shower for three months and then lost pairing every few minutes. Disappointing for what it cost.
R00950,Excellent bottle. The quality is really good and it came fast. Recommended.
R00951,"Bought it on a beach holiday. The hinge screws is better than I expected for the price, still solid after six weeks."
R00952,"Decent for driving, though the coating started flaking after four months. The frame is still holding up at least."
R00953,Had this four months. Mainly use it for floor workouts. The foam density is the part that impressed me most.
R00954,"This mouse is great quality and arrived fast. Very happy with it, recommended."
R00955,About about eight months in and the camera lip wore down. The inner lining clearly was not built for regular use.
R00956,Had this about eight months. Mainly use it while cooking dinner. The charging port is the part that impressed me most.
R00957,Been using this at a small house party for about three months now and the battery has held up well. No complaints so far.
R00958,Terrible product. Complete waste of money. Do not buy this. Very bad quality.
R00959,Wonderful item! Top quality and great service. Would definitely recommend!
R00960,"Bought it in a car cup holder. Within a month it started leaking at the lid, so I would not buy again."
R00961,"Using it on a beach holiday for half a year. The temple arms does exactly what it needs to, nothing fancy but it works."
R00962,"Using it for daily gym use for six weeks. The lid gasket does exactly what it needs to, nothing fancy but it works."
R00963,"Great, arrived on time and works well."
R00964,About three months in and an armrest developed play. The castor wheels clearly was not built for regular use.
R00965,Picked this up for keeping tea hot at work. After three months the inner coating shows no wear at all. Exactly what I hoped for.
R00966,About four months in and it soaked through in rain. The chest clip clearly was not built for regular use.
R00967,"Decent while swimming, though the clasp stopped locking properly after four months. The crystal is still holding up at least."
R00968,Used it for a daily walk to work for four months and then the sole started separating at the toe. Disappointing for what it cost.
R00969,Been using this on hikes for half a year and the spout still looks new. Genuinely impressed with the build.
R00970,Had it four months on a camping trip. The rubber seal has held up better than the last one I owned. Very pleased.
R00971,Been using this on a work site for three months and the camera lip still looks new. Genuinely impressed with the build.
R00972,"Good product, works fine. Happy with it."
R00973,"Pretty good overall, would buy again."
R00974,Really happy with this case. The quality is great and it arrived quickly. Recommended.
R00975,"Bought it on a camping trip. The pairing button is better than I expected for the price, still solid after four months."
R00976,"Using it on a two week trip for four months. The telescopic handle does exactly what it needs to, nothing fancy but it works."
R00977,"Bought it for floor workouts. The underside grip is better than I expected for the price, still solid after half a year."
R00978,"Very good, exactly what I wanted. Thanks!"
R00979,"Great mat, quality is excellent and delivery was quick. Happy to recommend."
R00980,Been using this for floor workouts for about six weeks now and the foam density has held up well. No complaints so far.
R00981,Mixed feelings. The inner lining is good but after three months the corners yellowed. Fine if you use it lightly.
R00982,"Bought it on a week of travel. The laptop sleeve is better than I expected for the price, still solid after half a year."
R00983,Been using this for daily commuting for about six weeks now and the temple arms has held up well. No complaints so far.
R00984,"Very happy with this pair of shoes. Great quality, quick delivery. Would recommend."
R00985,Excellent pair of shoes. The quality is really good and it came fast. Recommended.
R00986,"Very happy with this pair of sunglasses. Great quality, quick delivery. Would recommend."
R00987,Using it for driving for a month now. The hinge screws is well made and everything still works perfectly.
R00988,"Bought it for gaming. The scroll wheel is better than I expected for the price, still solid after a month."
R00989,Wonderful item! Top quality and great service. Would definitely recommend!
R00990,"Does the job on wet pavement. Not perfect, the sole started separating at the toe eventually, but for the price it is acceptable."
R00991,Used it for a daily walk to work for half a year and then the heel lining wore through. Disappointing for what it cost.
R00992,Worked fine at first but after about eight months lost pairing every few minutes. The pairing button was the weak point.
R00993,"Using it for daily office work for half a year. The side buttons does exactly what it needs to, nothing fancy but it works."
R00994,Really happy with this case. The quality is great and it arrived quickly. Recommended.
R00995,Using it with a laptop while travelling for six weeks now. The glide feet is well made and everything still works perfectly.
R00996,Really happy with this bag. The quality is great and it arrived quickly. Recommended.
R00997,Had this about eight months. Mainly use it in a busy kitchen. The grip is the part that impressed me most.
R00998,Had this six weeks. Mainly use it through three connecting flights. The spinner wheels is the part that impressed me most.
R00999,Been using this on sensitive skin for about three months now and the pump dispenser has held up well. No complaints so far.
R01000,Had this a month. Mainly use it on a work site. The camera lip is the part that impressed me most.
R01001,"Nice quality, does the job. Recommend."
R01002,"Bought it on a beach holiday. Within two weeks the nose pads discoloured, so I would not buy again."
R01003,"Using it for monthly work travel for half a year. The zip track does exactly what it needs to, nothing fancy but it works."
R01004,"Bought it on a long flight. The battery is better than I expected for the price, still solid after about eight months."
R01005,Been using this for floor workouts for about three months now and the edge binding has held up well. No complaints so far.
R01006,Had this half a year. Mainly use it for slicing bread. The handle rivets is the part that impressed me most.
R01007,Had this four months. Mainly use it while swimming. The bezel is the part that impressed me most.
R01008,Worked fine at first but after about eight months a small chip appeared near the tip. The bolster was the weak point.
R01009,"Solid buy, no complaints at all."
R01010,"Good product, works fine. Happy with it."
R01011,Superb! Fantastic quality and amazing value for money. Very happy with this purchase!
R01012,"Bought it with a screen protector fitted. The button covers is better than I expected for the price, still solid after two weeks."
R01013,Been using this as a nightly routine for six weeks and the fragrance still looks new. Genuinely impressed with the build.
R01014,Used it for daily commuting for about eight months and then the coating started flaking. Disappointing for what it cost.
R01015,Worked fine at first but after four months it stopped holding temperature. The lid gasket was the weak point.
R01016,"Bought it for gaming. The sensor is better than I expected for the price, still solid after a month."
R01017,Using it through three connecting flights for six weeks now. The spinner wheels is well made and everything still works perfectly.
R01018,About four months in and a shell corner cracked. The telescopic handle clearly was not built for regular use.
R01019,"Great bag, quality is excellent and delivery was quick. Happy to recommend."
R01020,"Using it on a long flight for four months. The touch controls does exactly what it needs to, nothing fancy but it works."
R01021,Had this three months. Mainly use it on sensitive skin. The fragrance is the part that impressed me most.
R01022,Worked fine at first but after six weeks a side button stopped registering. The side buttons was the weak point.
R01023,"This pair of sunglasses is great quality and arrived fast. Very happy with it, recommended."
R01024,Excellent bag. The quality is really good and it came fast. Recommended.
R01025,Terrible product. Complete waste of money. Do not buy this. Very bad quality.
R01026,Mixed feelings. The ear tips is good but after about eight months the touch controls got erratic. Fine if you use it lightly.
R01027,"Very happy with this bag. Great quality, quick delivery. Would recommend."
R01028,"Does the job for floor workouts. Not perfect, a permanent crease formed eventually, but for the price it is acceptable."
R01029,Had this three months. Mainly use it in a home office. The armrest is the part that impressed me most.
R01030,Been using this for keeping tea hot at work for about six weeks now and the carry loop has held up well. No complaints so far.
R01031,Worked fine at first but after six weeks a strap pin sheared. The crystal was the weak point.
R01032,"Great knife set, quality is excellent and delivery was quick. Happy to recommend."
R01033,Mixed feelings. The chest clip is good but after about eight months it soaked through in rain. Fine if you use it lightly.
R01034,Used it for daily college carry for two weeks and then a zip tooth broke. Disappointing for what it cost.
R01035,Been using this on a hardwood floor for about about eight months now and the edge binding has held up well. No complaints so far.
R01036,"Nice quality, does the job. Recommend."
R01037,"Using it on a hardwood floor for six weeks. The surface texture does exactly what it needs to, nothing fancy but it works."
R01038,Had this a month. Mainly use it after a waist height drop onto tile. The port cutout is the part that impressed me most.
R01039,Using it for daily office work for half a year now. The scroll wheel is well made and everything still works perfectly.
R01040,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R01041,Had it four months on hikes. The carry loop has held up better than the last one I owned. Very pleased.
R01042,"Does the job on a week of travel. Not perfect, a zip tooth broke eventually, but for the price it is acceptable."
R01043,"Using it while cycling for a month. The frame does exactly what it needs to, nothing fancy but it works."
R01044,"This speaker is great quality and arrived fast. Very happy with it, recommended."
R01045,"Nice quality, does the job. Recommend."
R01046,"Absolutely love it! Great product, great price, great seller. Buy it now!"
R01047,Been using this while studying late for about about eight months now and the seat foam has held up well. No complaints so far.
R01048,Been using this in heavy rain for about three months now and the base fabric has held up well. No complaints so far.
R01049,"Decent at a small house party, though started crackling above half volume after a month. The rubber seal is still holding up at least."
R01050,Had this four months. Mainly use it on sensitive skin. The pump dispenser is the part that impressed me most.
R01051,Using it for daily office work for half a year now. The left click switch is well made and everything still works perfectly.
R01052,Really happy with this set of earbuds. The quality is great and it arrived quickly. Recommended.
R01053,"Bought it on a glass desk. The sensor is better than I expected for the price, still solid after a month."
R01054,Used it in the shower for about eight months and then stopped holding a charge. Disappointing for what it cost.
R01055,"Very good, exactly what I wanted. Thanks!"
R01056,Used it through three connecting flights for six weeks and then a shell corner cracked. Disappointing for what it cost.
R01057,"Does the job while cycling. Not perfect, the arms lost their tension eventually, but for the price it is acceptable."
R01058,"Does the job on a hardwood floor. Not perfect, the foam compressed under the knees eventually, but for the price it is acceptable."
R01059,"Bought it for daily gym use. Within half a year it stopped holding temperature, so I would not buy again."
R01060,Had this three months. Mainly use it on a week of travel. The main zip is the part that impressed me most.
R01061,"Bought it with a screen protector fitted. The camera lip is better than I expected for the price, still solid after three months."
R01062,Been using this in a heated class for about a month now and the underside grip has held up well. No complaints so far.
R01063,"Using it at the gym for six weeks. The strap pins does exactly what it needs to, nothing fancy but it works."
R01064,"Bought it with a laptop while travelling. The sensor is better than I expected for the price, still solid after a month."
R01065,Been using this during workouts for about three months now and the battery has held up well. No complaints so far.
R01066,"Best purchase ever. Perfect in every way. Five stars, will buy again!"
R01067,Had it a month on a hardwood floor. The edge binding has held up better than the last one I owned. Very pleased.
R01068,"Nice quality, does the job. Recommend."
R01069,Had this about eight months. Mainly use it for gym sessions. The heel counter is the part that impressed me most.
R01070,"Bought it for daily pocket carry. The corner bumpers is better than I expected for the price, still solid after two weeks."
R01071,"Solid buy, no complaints at all."
R01072,"Great case, quality is excellent and delivery was quick. Happy to recommend."
R01073,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R01074,"Bought it in a home office. The seat foam is better than I expected for the price, still solid after about eight months."
R01075,Been using this with a screen protector fitted for about three months now and the port cutout has held up well. No complaints so far.
R01076,Had this six weeks. Mainly use it while studying late. The lumbar support is the part that impressed me most.
R01077,"Solid buy, no complaints at all."
R01078,Decent product for the price. Satisfied.
R01079,"Using it for long gaming sessions for half a year. The gas lift does exactly what it needs to, nothing fancy but it works."
R01080,Picked this up for gaming. After a month the scroll wheel shows no wear at all. Exactly what I hoped for.
R01081,Used it in heavy rain for two weeks and then the base fabric started fraying. Disappointing for what it cost.
R01082,Had this four months. Mainly use it after a waist height drop onto tile. The corner bumpers is the part that impressed me most.
R01083,"Pretty good overall, would buy again."
R01084,Used it in a busy kitchen for about eight months and then a small chip appeared near the tip. Disappointing for what it cost.
R01085,Worst purchase. Poor quality item. Totally disappointed. Not recommended at all.
R01086,Outstanding quality! Exceeded all my expectations. Fast delivery too. Recommended!
